"","year","country","co","type","segment","domestic","firm","brand","loc","qu","pr","princ","price","horsepower","fuel","width","height","weight","pop","ngdp","ngdpe","country1","country2","country3","country4","country5","yearsquared","luxury","logprice","logqu","carspc"
"45",1970,4,458,"lancia primula",1,1,4,42,5,2629,1115000,0.890632331371307,17.0198707580566,16,8.39999961853027,157,140,885,53660000,67177998712832,1099200000,0,0,0,1,0,3880900,0,2.83438152958271,7.87435882472988,4.89936638091688e-05
"46",1970,4,481,"opel olympia",3,0,15,19,4,1426,1240000,0.990478992462158,18.9279289245605,50,8,157,140,770,53660000,67177998712832,1099200000,0,0,0,1,0,3880900,0,2.94063855218674,7.26262860097424,2.65747297800969e-05
"47",1970,4,490,"peugeot 204",1,0,16,20,3,3136,1145000,0.914595544338226,17.4778060913086,44,6.80000019073486,156,140,865,53660000,67177998712832,1099200000,0,0,0,1,0,3880900,0,2.86093185269986,8.0507033814703,5.84420424897503e-05
"48",1970,4,491,"peugeot 404",3,0,16,20,3,1734,1400000,1.11828279495239,21.3702430725098,59,10,162,145,1090,53660000,67177998712832,1099200000,0,0,0,1,0,3880900,0,3.06199944374039,7.45818615734049,3.23145732389117e-05
"49",1970,4,497,"renault 8-10",1,0,18,22,3,5974,878000,0.70132303237915,13.4021949768066,34,6,149,140.5,765,53660000,67177998712832,1099200000,0,0,0,1,0,3880900,0,2.59541849778172,8.69517199877606,0.000111330600074543
"50",1970,4,500,"rover 1300-1600",1,0,19,36,12,632,1295000,1.03441154956818,19.7674751281738,55,8,157,133,914,53660000,67177998712832,1099200000,0,0,0,1,0,3880900,0,2.98403791674406,6.44888939414686,1.17778606038017e-05
"51",1970,4,521,"talbot/simca 1000",1,0,33,46,3,45381,799000,0.638219952583313,12.1963024139404,32.5,7,148.5,140,775,53660000,67177998712832,1099200000,0,0,0,1,0,3880900,0,2.50113282497638,10.7228487942303,0.000845713753261275
"52",1970,4,522,"talbot/simca 1200S",2,0,33,46,3,387,1540000,1.23011100292206,23.507266998291,62,8.5,153,127,890,53660000,67177998712832,1099200000,0,0,0,1,0,3880900,0,3.15730960731697,5.95842469302978,7.21207603428997e-06
"53",1970,4,524,"talbot/simca 1301-1501",2,0,33,46,3,7109,1199000,0.957729339599609,18.3020877838135,51.5,14.3999996185303,158,142.5,1010,53660000,67177998712832,1099200000,0,0,0,1,0,3880900,0,2.90701513988718,8.86911686592948,0.000132482295937384
"54",1970,4,535,"volkswagen 411-412",3,0,26,30,4,1207,1600000,1.2780374288559,24.4231338500977,62.5,10.8000001907349,163.5,148.5,1020,53660000,67177998712832,1099200000,0,0,0,1,0,3880900,0,3.19553079173863,7.09589322109753,2.2493477450615e-05
"55",1970,4,536,"volkswagen berl/1600",2,0,26,30,4,3387,1395000,1.11428892612457,21.2939205169678,48.5,8.60000038146973,164,147,1010,53660000,67177998712832,1099200000,0,0,0,1,0,3880900,0,3.05842161023624,8.12769985281777,6.31196421915766e-05
"56",1970,4,541,"volvo 140",4,0,27,31,11,1121,1595000,1.27404356002808,24.3468112945557,66,11,173,144,1180,53660000,67177998712832,1099200000,0,0,0,1,0,3880900,0,3.19240088795785,7.02197642307216,2.08907938874394e-05
"57",1970,4,544,"ford 17M",4,0,5,8,4,582,1397000,1.11588644981384,21.3244495391846,42,8.19999980926514,175,148,1030,53660000,67177998712832,1099200000,0,0,0,1,0,3880900,0,3.05985428011068,6.36647044773144,1.08460678345136e-05
